GID_2,year,period,rainfall_mm,ndvi_value
MWI.13.3_1,2023,14,0.0,0.335513333
MWI.13.3_1,2023,15,0.0,0.327646667
MWI.13.3_1,2023,16,0.0,0.32622
MWI.13.3_1,2023,17,0.0,0.32804
MWI.13.3_1,2023,18,20.8029232,0.34124
MWI.13.3_1,2023,19,10.986796856,0.3561
MWI.13.3_1,2023,20,15.045632601,0.387333333
MWI.13.3_1,2023,21,13.299873352,0.38258
MWI.13.3_1,2023,22,93.286877636,0.421513333
MWI.13.3_1,2024,0,179.960496417,0.374006667
MWI.13.3_1,2024,1,8.543030739,0.501893333
MWI.13.3_1,2024,2,31.45841408,0.502586667
MWI.13.3_1,2024,3,101.193701756,0.499593333
MWI.13.3_1,2024,4,58.956614264,0.5276
MWI.13.3_1,2024,5,7.080629826,0.484673333
MWI.13.3_1,2024,6,14.670011967,0.464173333
MWI.13.3_1,2024,7,0.0,0.436706667
MWI.13.3_1,2024,8,1.700675667,0.41762
MWI.13.3_1,2024,9,0.0,0.392353333
MWI.13.3_1,2024,10,0.0,0.397506667
MWI.13.3_1,2024,11,0.0,0.375546667
MWI.13.3_1,2024,12,0.0,0.336433333
MWI.13.3_1,2024,13,0.0,0.315373333
MWI.13.3_1,2024,14,0.788288784,0.304826667
MWI.13.3_1,2024,15,2.8088057930000003,0.348633333
MWI.13.3_1,2024,16,0.00033076599999999997,0.31884
MWI.13.3_1,2024,17,0.0,0.32316
MWI.13.3_1,2024,18,16.306944847,0.333513333
MWI.13.3_1,2024,19,30.265444752,0.32678
MWI.13.3_1,2024,20,24.349061729,0.409646667
MWI.13.3_1,2024,21,30.683781622,0.39118
MWI.13.3_1,2024,22,42.389056208,0.416873333
MWI.13.3_1,2025,0,139.861877907,0.41872
MWI.13.3_1,2025,1,187.31991566,0.4777
MWI.13.3_1,2025,2,96.004186033,0.50824
MWI.13.3_1,2025,3,150.720347092,0.496466667
MWI.13.4_1,2022,0,188.250027112,0.522911765
MWI.13.4_1,2022,1,146.79806851,0.618841176
MWI.13.4_1,2022,2,175.21086693,0.656741176
MWI.13.4_1,2022,3,141.703549868,0.667694118
MWI.13.4_1,2022,4,82.472266192,0.553058824
MWI.13.4_1,2022,5,124.73145484999999,0.600917647
MWI.13.4_1,2022,6,50.600667,0.602694118
MWI.13.4_1,2022,7,0.0,0.606835294
MWI.13.4_1,2022,8,0.0,0.494211765
MWI.13.4_1,2022,9,0.0,0.458476471
MWI.13.4_1,2022,10,1.800883666,0.417876471
MWI.13.4_1,2022,11,0.0,0.384188235
MWI.13.4_1,2022,12,0.0,0.369429412
MWI.13.4_1,2022,13,0.0,0.347270588
MWI.13.4_1,2022,14,4.790728569,0.320682353
MWI.13.4_1,2022,15,5.374764919,0.301723529
MWI.13.4_1,2022,16,5.700361867000001,0.299517647
MWI.13.4_1,2022,17,0.0,0.315817647
MWI.13.4_1,2022,18,11.918347358,0.294429412
MWI.13.4_1,2022,19,8.655680181000001,0.343611765
MWI.13.4_1,2022,20,33.400201796999994,0.284141176
MWI.13.4_1,2022,21,46.099702836,0.301082353
MWI.13.4_1,2022,22,176.15732766,0.541405882
MWI.13.4_1,2023,0,124.952200901,0.559723529
MWI.13.4_1,2023,1,211.749028684,0.555782353
MWI.13.4_1,2023,2,182.13659142900002,0.566276471
MWI.13.4_1,2023,3,92.93959904,0.702758824
MWI.13.4_1,2023,4,184.755731095,0.672317647
MWI.13.4_1,2023,5,86.10108469400001,0.6598
MWI.13.4_1,2023,6,20.39966774,0.650976471
MWI.13.4_1,2023,7,0.0,0.578641176
MWI.13.4_1,2023,8,0.0,0.526005882
MWI.13.4_1,2023,9,0.0,0.485605882
MWI.13.4_1,2023,10,0.0,0.465317647
MWI.13.4_1,2023,11,0.0,0.413352941
MWI.13.4_1,2023,12,0.0,0.3889
MWI.13.4_1,2023,13,0.0,0.3737
MWI.13.4_1,2023,14,10.846979141,0.358447059
MWI.13.4_1,2023,15,0.0,0.401388235
MWI.13.4_1,2023,16,2.319732904,0.313305882
MWI.13.4_1,2023,17,2.922519684,0.296058824
MWI.13.4_1,2023,18,37.03013992,0.315464706
MWI.13.4_1,2023,19,13.387667179000001,0.308505882
MWI.13.4_1,2023,20,9.639421463,0.350317647
MWI.13.4_1,2023,21,23.285439964000002,0.339388235
MWI.13.4_1,2023,22,113.572586077,0.434917647
MWI.13.4_1,2024,0,211.34676026100001,0.513523529
MWI.13.4_1,2024,1,56.677799226000005,0.627976471
MWI.13.4_1,2024,2,54.69846535,0.581558824
MWI.13.4_1,2024,3,100.373239512,0.577858824
MWI.13.4_1,2024,4,48.805301665,0.619658824
MWI.13.4_1,2024,5,0.0,0.587864706
MWI.13.4_1,2024,6,25.894419546,0.558517647
MWI.13.4_1,2024,7,0.0,0.504552941
MWI.13.4_1,2024,8,0.368230144,0.462488235
MWI.13.4_1,2024,9,0.0,0.453717647
MWI.13.4_1,2024,10,1.488350518,0.402488235
MWI.13.4_1,2024,11,0.0,0.369576471
MWI.13.4_1,2024,12,0.0,0.348717647
MWI.13.4_1,2024,13,0.0,0.394194118
MWI.13.4_1,2024,14,4.475005776000001,0.341676471
MWI.13.4_1,2024,15,6.263468534,0.342288235
MWI.13.4_1,2024,16,1.951720238,0.2953
MWI.13.4_1,2024,17,11.107463226,0.324364706
MWI.13.4_1,2024,18,54.07973099,0.286041176
MWI.13.4_1,2024,19,16.663459778,0.293917647
MWI.13.4_1,2024,20,19.626073595999998,0.298441176
MWI.13.4_1,2024,21,40.089936017,0.295558824
MWI.13.4_1,2024,22,37.5971775,0.348623529
MWI.13.4_1,2025,0,226.468644614,0.252088235
MWI.13.4_1,2025,1,269.534367799,0.541605882
MWI.13.4_1,2025,2,107.006222854,0.714958824
MWI.13.4_1,2025,3,178.41455237899999,0.669194118
MWI.13.5_1,2022,0,212.381119335,0.48606917
MWI.13.5_1,2022,1,108.071161648,0.60499776
MWI.13.5_1,2022,2,177.873811344,0.663098024
MWI.13.5_1,2022,3,128.466528708,0.739524374
MWI.13.5_1,2022,4,110.823263064,0.635138999
MWI.13.5_1,2022,5,169.707839201,0.731210672
MWI.13.5_1,2022,6,20.494010731,0.732549934
MWI.13.5_1,2022,7,0.463243628,0.718718972
MWI.13.5_1,2022,8,0.344810963,0.651460079
MWI.13.5_1,2022,9,0.0,0.602767721
MWI.13.5_1,2022,10,0.286554679,0.555162978
MWI.13.5_1,2022,11,0.164240158,0.516335441
MWI.13.5_1,2022,12,1.162373686,0.493570092
MWI.13.5_1,2022,13,0.248827505,0.446832016
MWI.13.5_1,2022,14,0.534327602,0.40371357
MWI.13.5_1,2022,15,1.013032913,0.362020026
MWI.13.5_1,2022,16,4.210889445,0.341002108
MWI.13.5_1,2022,17,3.28e-06,0.31847747
MWI.13.5_1,2022,18,5.303972505999999,0.301785112
MWI.13.5_1,2022,19,23.412874269,0.318635046
MWI.13.5_1,2022,20,30.445491885,0.348521871
MWI.13.5_1,2022,21,124.467646789,0.38070303
MWI.13.5_1,2022,22,119.191834071,0.624949144
MWI.13.5_1,2023,0,124.095347703,0.644062978
MWI.13.5_1,2023,1,149.860741525,0.673963241
MWI.13.5_1,2023,2,144.622217944,0.733831357
MWI.13.5_1,2023,3,100.994242094,0.77139249
MWI.13.5_1,2023,4,182.03385314300002,0.665155995
MWI.13.5_1,2023,5,91.329286669,0.704779183
MWI.13.5_1,2023,6,11.51590042,0.696092095
MWI.13.5_1,2023,7,0.290056682,0.729963241
MWI.13.5_1,2023,8,2.022505998,0.663742951
MWI.13.5_1,2023,9,0.0,0.619370487
MWI.13.5_1,2023,10,0.0,0.558359025
MWI.13.5_1,2023,11,0.0,0.508837813
MWI.13.5_1,2023,12,1.154908609,0.496025692
MWI.13.5_1,2023,13,0.158818138,0.451670356
MWI.13.5_1,2023,14,5.126799965,0.419563373
MWI.13.5_1,2023,15,0.0,0.379208169
MWI.13.5_1,2023,16,1.011173058,0.355345191
MWI.13.5_1,2023,17,0.142031932,0.325678129
MWI.13.5_1,2023,18,21.165305523999997,0.335855204
MWI.13.5_1,2023,19,11.17754978,0.359517918
MWI.13.5_1,2023,20,19.064612387,0.427563636
MWI.13.5_1,2023,21,10.085403657,0.402201186
MWI.13.5_1,2023,22,125.205207436,0.465893544
MWI.13.5_1,2024,0,214.40816765099999,0.534919763
MWI.13.5_1,2024,1,26.933587506000002,0.720531489
MWI.13.5_1,2024,2,60.923200984,0.675711726
MWI.13.5_1,2024,3,102.112212363,0.693360474
MWI.13.5_1,2024,4,84.226593026,0.746205929
MWI.13.5_1,2024,5,0.48555975,0.67554888
MWI.13.5_1,2024,6,27.948587509,0.655393544
MWI.13.5_1,2024,7,1.659665704,0.562321871
MWI.13.5_1,2024,8,1.575430476,0.514492227
MWI.13.5_1,2024,9,0.141501868,0.526125428
MWI.13.5_1,2024,10,0.1514384057,0.441861265
MWI.13.5_1,2024,11,0.125308979,0.415516864
MWI.13.5_1,2024,12,1.052725959,0.382606588
MWI.13.5_1,2024,13,0.129077137,0.356725428
MWI.13.5_1,2024,14,2.211026863,0.329007115
MWI.13.5_1,2024,15,4.995848534,0.341361133
MWI.13.5_1,2024,16,1.201833301,0.303043215
MWI.13.5_1,2024,17,5.099372369,0.297596443
MWI.13.5_1,2024,18,16.982262205,0.298652174
MWI.13.5_1,2024,19,31.063292597,0.297959025
MWI.13.5_1,2024,20,33.203272438,0.352316996
MWI.13.5_1,2024,21,44.687656157999996,0.378238867
MWI.13.5_1,2024,22,55.204235649999994,0.450765217
MWI.13.5_1,2025,0,166.811222846,0.475047826
MWI.13.5_1,2025,1,233.357662965,0.609685244
MWI.13.5_1,2025,2,118.223028761,0.718824506
MWI.13.5_1,2025,3,164.194576382,0.647747167
MWI.13.6_1,2022,0,238.05277142,0.487426327
MWI.13.6_1,2022,1,132.392949408,0.585946497
MWI.13.6_1,2022,2,178.475266976,0.621349575
MWI.13.6_1,2022,3,127.619912724,0.743034076
MWI.13.6_1,2022,4,158.27272546400002,0.636589703
MWI.13.6_1,2022,5,256.329531158,0.718944586
MWI.13.6_1,2022,6,12.683762770000001,0.731223673
MWI.13.6_1,2022,7,1.17283513,0.711402654
MWI.13.6_1,2022,8,0.992620908,0.674268153
MWI.13.6_1,2022,9,0.0,0.644255839
MWI.13.6_1,2022,10,0.320017233,0.587370382
MWI.13.6_1,2022,11,0.0,0.54067293
MWI.13.6_1,2022,12,0.244630163,0.532899257
MWI.13.6_1,2022,13,0.0,0.49712569
MWI.13.6_1,2022,14,1.8599519,0.455978238
MWI.13.6_1,2022,15,2.225064204,0.396646285
MWI.13.6_1,2022,16,3.813651251,0.375617304
MWI.13.6_1,2022,17,0.6552714529999999,0.3376862
MWI.13.6_1,2022,18,3.510968127,0.328334076
MWI.13.6_1,2022,19,26.027781119,0.33201741
MWI.13.6_1,2022,20,46.048280566,0.410480892
MWI.13.6_1,2022,21,140.871228213,0.451051699
MWI.13.6_1,2022,22,143.848719081,0.570927601
MWI.13.6_1,2023,0,141.666348661,0.657396391
MWI.13.6_1,2023,1,148.843718456,0.666034607
MWI.13.6_1,2023,2,172.07508846000002,0.508561465
MWI.13.6_1,2023,3,129.43047113699998,0.766174204
MWI.13.6_1,2023,4,236.366893174,0.597990021
MWI.13.6_1,2023,5,144.777981726,0.709531847
MWI.13.6_1,2023,6,15.404517544,0.646147028
MWI.13.6_1,2023,7,0.300007728,0.720270276
MWI.13.6_1,2023,8,4.332949639,0.670869002
MWI.13.6_1,2023,9,0.0,0.629867622
MWI.13.6_1,2023,10,0.0,0.572608705
MWI.13.6_1,2023,11,0.0,0.532592251
MWI.13.6_1,2023,12,0.239713852,0.524123355
MWI.13.6_1,2023,13,0.0,0.48006518
MWI.13.6_1,2023,14,6.289121774,0.442778662
MWI.13.6_1,2023,15,0.0,0.39027017
MWI.13.6_1,2023,16,0.651199891,0.377694374
MWI.13.6_1,2023,17,0.0,0.341120701
MWI.13.6_1,2023,18,17.947945595,0.371312845
MWI.13.6_1,2023,19,17.655722618,0.396364756
MWI.13.6_1,2023,20,18.340769289999997,0.472451062
MWI.13.6_1,2023,21,10.362433506999999,0.461935775
MWI.13.6_1,2023,22,142.970148379,0.459068684
MWI.13.6_1,2024,0,254.32067549500002,0.545866348
MWI.13.6_1,2024,1,30.074024784,0.739155945
MWI.13.6_1,2024,2,65.104831365,0.681549682
MWI.13.6_1,2024,3,117.553778941,0.73454586
MWI.13.6_1,2024,4,115.49941382200001,0.742539384
MWI.13.6_1,2024,5,0.194434038,0.706851274
MWI.13.6_1,2024,6,45.616713378,0.707488217
MWI.13.6_1,2024,7,3.8457057289999996,0.632531635
MWI.13.6_1,2024,8,0.696511502,0.604704565
MWI.13.6_1,2024,9,0.0,0.592461465
MWI.13.6_1,2024,10,0.333873195,0.514635987
MWI.13.6_1,2024,11,0.0,0.485005096
MWI.13.6_1,2024,12,0.110608724,0.447442675
MWI.13.6_1,2024,13,0.125936169,0.410875902
MWI.13.6_1,2024,14,2.584219892,0.353751274
MWI.13.6_1,2024,15,5.708887485,0.359265605
MWI.13.6_1,2024,16,0.209564513,0.331538429
MWI.13.6_1,2024,17,6.425580319000001,0.320753928
MWI.13.6_1,2024,18,7.941862326,0.34385966
MWI.13.6_1,2024,19,34.499786888,0.35077431
MWI.13.6_1,2024,20,45.711824709,0.400682378
MWI.13.6_1,2024,21,72.16269169899999,0.426152229
MWI.13.6_1,2024,22,52.842780772,0.512177707
MWI.13.6_1,2025,0,172.635639727,0.607756263
MWI.13.6_1,2025,1,267.743992746,0.537702229
MWI.13.6_1,2025,2,142.218071968,0.733784395
MWI.13.6_1,2025,3,178.610639916,0.636760722
MWI.13.7_1,2022,0,204.487624914,0.540803268
MWI.13.7_1,2022,1,158.007514085,0.698847495
MWI.13.7_1,2022,2,182.82715783999998,0.662325708
MWI.13.7_1,2022,3,122.591321505,0.784778431
MWI.13.7_1,2022,4,131.68142818,0.625147712
MWI.13.7_1,2022,5,199.58441000599998,0.734304357
MWI.13.7_1,2022,6,70.27887316,0.773133551
MWI.13.7_1,2022,7,0.0,0.771155991
MWI.13.7_1,2022,8,0.0,0.720381046
MWI.13.7_1,2022,9,0.187514892,0.686750545
MWI.13.7_1,2022,10,2.265827716,0.651808497
MWI.13.7_1,2022,11,0.0,0.622008497
MWI.13.7_1,2022,12,0.0,0.585206754
MWI.13.7_1,2022,13,0.367561414,0.542606754
MWI.13.7_1,2022,14,3.1191900329999998,0.49918061
MWI.13.7_1,2022,15,3.192792452,0.440398911
MWI.13.7_1,2022,16,3.215496543,0.409993028
MWI.13.7_1,2022,17,8.72e-08,0.368569717
MWI.13.7_1,2022,18,5.502723089,0.349981481
MWI.13.7_1,2022,19,14.675836374,0.38868061
MWI.13.7_1,2022,20,33.279106948,0.45737037
MWI.13.7_1,2022,21,110.386164451,0.512651416
MWI.13.7_1,2022,22,185.420464147,0.614483878
MWI.13.7_1,2023,0,139.280308354,0.65268366
MWI.13.7_1,2023,1,183.805155818,0.728524837
MWI.13.7_1,2023,2,181.477966314,0.641323094
MWI.13.7_1,2023,3,134.032644117,0.781505664
MWI.13.7_1,2023,4,308.937675316,0.705912636
MWI.13.7_1,2023,5,184.482791636,0.7342122
MWI.13.7_1,2023,6,19.896154993,0.756811329
MWI.13.7_1,2023,7,0.388513565,0.772977342
MWI.13.7_1,2023,8,0.987580593,0.720390196
MWI.13.7_1,2023,9,0.0,0.684944009
MWI.13.7_1,2023,10,0.434590725,0.644938344
MWI.13.7_1,2023,11,0.0,0.595631808
MWI.13.7_1,2023,12,0.0,0.58527756
MWI.13.7_1,2023,13,0.740542852,0.538397168
MWI.13.7_1,2023,14,5.66248039,0.492794118
MWI.13.7_1,2023,15,0.0,0.44068671
MWI.13.7_1,2023,16,0.18153684,0.411084096
MWI.13.7_1,2023,17,1.612875865,0.361207407
MWI.13.7_1,2023,18,17.179880583,0.394459695
MWI.13.7_1,2023,19,17.020502457,0.425509586
MWI.13.7_1,2023,20,18.821960302,0.516983224
MWI.13.7_1,2023,21,11.460954667,0.520296732
MWI.13.7_1,2023,22,151.43649493200002,0.582951416
MWI.13.7_1,2024,0,230.505449728,0.366717429
MWI.13.7_1,2024,1,52.388341532,0.764690414
MWI.13.7_1,2024,2,32.269913018,0.697323965
MWI.13.7_1,2024,3,137.485331008,0.737021569
MWI.13.7_1,2024,4,106.537718524,0.760564706
MWI.13.7_1,2024,5,9.15163539,0.764669499
MWI.13.7_1,2024,6,47.631738149,0.75771634
MWI.13.7_1,2024,7,7.8279122569999995,0.722131155
MWI.13.7_1,2024,8,0.565044352,0.659655556
MWI.13.7_1,2024,9,0.0,0.645384967
MWI.13.7_1,2024,10,1.1180552480000001,0.585636383
MWI.13.7_1,2024,11,1.473153334,0.533018083
MWI.13.7_1,2024,12,0.0,0.49148671
MWI.13.7_1,2024,13,0.0,0.458078867
MWI.13.7_1,2024,14,2.4164124109999996,0.415510675
MWI.13.7_1,2024,15,4.840286422,0.392261874
MWI.13.7_1,2024,16,0.52965897,0.348391939
MWI.13.7_1,2024,17,0.9881977479999999,0.336917211
MWI.13.7_1,2024,18,13.917547959,0.361073638
MWI.13.7_1,2024,19,35.703510279999996,0.371459695
MWI.13.7_1,2024,20,28.746288592,0.419369499
MWI.13.7_1,2024,21,61.890799848,0.484924401
MWI.13.7_1,2024,22,44.250552773,0.556771024
MWI.13.7_1,2025,0,226.69481835300002,0.457807843
MWI.13.7_1,2025,1,238.770108001,0.538155556
MWI.13.7_1,2025,2,130.792770982,0.721408279
MWI.13.7_1,2025,3,172.921134213,0.764006536
MWI.13.8_1,2022,0,239.591820864,0.452014822
MWI.13.8_1,2022,1,118.045169696,0.569886961
MWI.13.8_1,2022,2,197.517308212,0.669416995
MWI.13.8_1,2022,3,123.19441157099999,0.732896248
MWI.13.8_1,2022,4,101.234242405,0.616924015
MWI.13.8_1,2022,5,137.072883308,0.728972795
MWI.13.8_1,2022,6,16.22434484,0.706658724
MWI.13.8_1,2022,7,5.771480898,0.675257223
MWI.13.8_1,2022,8,3.4791443099999997,0.633479737
MWI.13.8_1,2022,9,5.377370933,0.583390994
MWI.13.8_1,2022,10,3.166709543,0.532417167
MWI.13.8_1,2022,11,0.878925915,0.494081426
MWI.13.8_1,2022,12,7.376991535,0.466959475
MWI.13.8_1,2022,13,0.993019647,0.431076338
MWI.13.8_1,2022,14,0.61451366,0.384178799
MWI.13.8_1,2022,15,2.148050242,0.343394934
MWI.13.8_1,2022,16,5.165669927000001,0.320964822
MWI.13.8_1,2022,17,0.8392785690000001,0.294867824
MWI.13.8_1,2022,18,7.809188119,0.28921773
MWI.13.8_1,2022,19,26.064895203,0.302417636
MWI.13.8_1,2022,20,31.654612968,0.336598499
MWI.13.8_1,2022,21,110.80348539799999,0.377609662
MWI.13.8_1,2022,22,113.357519078,0.468214165
MWI.13.8_1,2023,0,141.670561169,0.59143349
MWI.13.8_1,2023,1,166.600365725,0.662472488
MWI.13.8_1,2023,2,134.927130356,0.638195685
MWI.13.8_1,2023,3,109.172433798,0.759859155
MWI.13.8_1,2023,4,128.262005381,0.665480488
MWI.13.8_1,2023,5,88.361240752,0.7047677
MWI.13.8_1,2023,6,6.545571163,0.705133771
MWI.13.8_1,2023,7,4.929899742,0.72972758
MWI.13.8_1,2023,8,3.743550629,0.650814916
MWI.13.8_1,2023,9,3.6367225650000004,0.607199343
MWI.13.8_1,2023,10,0.133125741,0.56241182
MWI.13.8_1,2023,11,4.184328079,0.495015023
MWI.13.8_1,2023,12,5.304867711,0.470875422
MWI.13.8_1,2023,13,3.596824548,0.432830206
MWI.13.8_1,2023,14,7.2677393939999995,0.390754878
MWI.13.8_1,2023,15,0.0,0.350800469
MWI.13.8_1,2023,16,1.027997017,0.335577767
MWI.13.8_1,2023,17,0.445990793,0.307724765
MWI.13.8_1,2023,18,29.194529997,0.324666792
MWI.13.8_1,2023,19,12.526986246,0.338267355
MWI.13.8_1,2023,20,17.738059076,0.38734015
MWI.13.8_1,2023,21,14.136689153999999,0.40443515
MWI.13.8_1,2023,22,121.692548814,0.499422139
MWI.13.8_1,2024,0,230.07697376800002,0.484254878
MWI.13.8_1,2024,1,20.551376864999998,0.663946248
MWI.13.8_1,2024,2,75.862658796,0.658165666
MWI.13.8_1,2024,3,82.27946860200001,0.669235741
MWI.13.8_1,2024,4,73.897466102,0.726560131
MWI.13.8_1,2024,5,1.2753304449999998,0.673293433
MWI.13.8_1,2024,6,26.558457014000002,0.643864634
MWI.13.8_1,2024,7,8.923629234,0.618434991
MWI.13.8_1,2024,8,0.212770018,0.544673734
MWI.13.8_1,2024,9,6.114990473,0.526893803
MWI.13.8_1,2024,10,3.1443341801,0.453859812
MWI.13.8_1,2024,11,2.5078288110000004,0.405531989
MWI.13.8_1,2024,12,6.016852870999999,0.375814165
MWI.13.8_1,2024,13,0.0,0.344637992
MWI.13.8_1,2024,14,3.7138486662,0.307552439
MWI.13.8_1,2024,15,5.76869131,0.325577767
MWI.13.8_1,2024,16,4.391053874,0.292260413
MWI.13.8_1,2024,17,6.380862227,0.286850423
MWI.13.8_1,2024,18,39.148239665,0.290122702
MWI.13.8_1,2024,19,27.881579172,0.299156567
MWI.13.8_1,2024,20,39.23726567,0.389537992
MWI.13.8_1,2024,21,43.242156858,0.439986679
MWI.13.8_1,2024,22,40.937391738,0.50568621
MWI.13.8_1,2025,0,155.574096659,0.526106848
MWI.13.8_1,2025,1,280.349074012,0.569782739
MWI.13.8_1,2025,2,117.332644039,0.73220282
MWI.13.8_1,2025,3,143.897443752,0.690473827
MWI.13.9_1,2022,0,220.996122821,0.459487126
MWI.13.9_1,2022,1,127.889612833,0.580878892
MWI.13.9_1,2022,2,186.068564089,0.635646557
MWI.13.9_1,2022,3,113.594648585,0.763337725
MWI.13.9_1,2022,4,135.36630958,0.604810928
MWI.13.9_1,2022,5,214.29934992699998,0.774152994
MWI.13.9_1,2022,6,21.221759371,0.724007784
MWI.13.9_1,2022,7,1.551463882,0.724581886
MWI.13.9_1,2022,8,0.9641436729999999,0.671126647
MWI.13.9_1,2022,9,0.0,0.670018263
MWI.13.9_1,2022,10,0.550748189,0.60104476
MWI.13.9_1,2022,11,0.0,0.532581437
MWI.13.9_1,2022,12,0.28381345,0.539926347
MWI.13.9_1,2022,13,0.456025124,0.507727695
MWI.13.9_1,2022,14,1.706910345,0.47329985
MWI.13.9_1,2022,15,2.193864399,0.416741766
MWI.13.9_1,2022,16,4.379704339,0.397808383
MWI.13.9_1,2022,17,0.275654687,0.363347904
MWI.13.9_1,2022,18,5.767538919,0.351739671
MWI.13.9_1,2022,19,23.339011417000002,0.362573353
MWI.13.9_1,2022,20,36.887874814999996,0.448356587
MWI.13.9_1,2022,21,124.59733645,0.498032784
MWI.13.9_1,2022,22,155.56191742299998,0.568143713
MWI.13.9_1,2023,0,132.582072366,0.63536018
MWI.13.9_1,2023,1,153.430013745,0.568042515
MWI.13.9_1,2023,2,176.960658402,0.572192665
MWI.13.9_1,2023,3,114.7759605,0.76908997
MWI.13.9_1,2023,4,238.280973751,0.609421707
MWI.13.9_1,2023,5,142.49903192,0.626141317
MWI.13.9_1,2023,6,10.607226266000001,0.589127994
MWI.13.9_1,2023,7,1.171588792,0.727572156
MWI.13.9_1,2023,8,3.516367807,0.678456138
MWI.13.9_1,2023,9,0.0,0.641212126
MWI.13.9_1,2023,10,0.0,0.587834431
MWI.13.9_1,2023,11,0.0,0.551071257
MWI.13.9_1,2023,12,0.281669921,0.539963024
MWI.13.9_1,2023,13,0.0,0.498860629
MWI.13.9_1,2023,14,5.66300265,0.472977695
MWI.13.9_1,2023,15,0.0,0.421824401
MWI.13.9_1,2023,16,1.6100623349999998,0.40866018
MWI.13.9_1,2023,17,0.0,0.370395359
MWI.13.9_1,2023,18,23.611174689000002,0.40092485
MWI.13.9_1,2023,19,18.465135415,0.439983234
MWI.13.9_1,2023,20,19.134686792,0.515509731
MWI.13.9_1,2023,21,7.851509147,0.559247605
MWI.13.9_1,2023,22,154.048606861,0.541730539
MWI.13.9_1,2024,0,231.196299121,0.437273952
MWI.13.9_1,2024,1,35.37515768,0.730133832
MWI.13.9_1,2024,2,39.856741589,0.663030689
MWI.13.9_1,2024,3,144.453974502,0.729829192
MWI.13.9_1,2024,4,91.795250882,0.728989671
MWI.13.9_1,2024,5,0.452999539,0.693951198
MWI.13.9_1,2024,6,31.883203611,0.702016916
MWI.13.9_1,2024,7,5.522115812,0.652149102
MWI.13.9_1,2024,8,0.725443237,0.630901198
MWI.13.9_1,2024,9,0.0,0.617107784
MWI.13.9_1,2024,10,0.5459111799999999,0.558332635
MWI.13.9_1,2024,11,0.0,0.520734132
MWI.13.9_1,2024,12,0.128942384,0.495026048
MWI.13.9_1,2024,13,0.149873628,0.443151497
MWI.13.9_1,2024,14,2.487563903,0.385510778
MWI.13.9_1,2024,15,5.877724379,0.394277545
MWI.13.9_1,2024,16,0.00041483499999999995,0.364749251
MWI.13.9_1,2024,17,9.056473609000001,0.354172006
MWI.13.9_1,2024,18,12.632189325999999,0.389931886
MWI.13.9_1,2024,19,33.124460595,0.403467814
MWI.13.9_1,2024,20,41.137354586,0.459414371
MWI.13.9_1,2024,21,60.485904058,0.501775
MWI.13.9_1,2024,22,52.229809285,0.57451991
MWI.13.9_1,2025,0,194.199745036,0.54252979
MWI.13.9_1,2025,1,238.594527986,0.514852246
MWI.13.9_1,2025,2,134.343765671,0.748427844
MWI.13.9_1,2025,3,179.09821344,0.72290015
MWI.14.1_1,2022,0,180.990488922,0.240322222
MWI.14.1_1,2022,1,140.299693651,0.444766667
MWI.14.1_1,2022,2,166.67898208399998,0.535055556
MWI.14.1_1,2022,3,131.129418094,0.639533333
MWI.14.1_1,2022,4,82.725153725,0.546666667
MWI.14.1_1,2022,5,103.40802031199999,0.655144444
MWI.14.1_1,2022,6,51.339704363,0.630366667
MWI.14.1_1,2022,7,0.737488499,0.566077778
MWI.14.1_1,2022,8,0.61314032,0.485944444
MWI.14.1_1,2022,9,1.962184056,0.463422222
MWI.14.1_1,2022,10,3.230590266,0.416377778
MWI.14.1_1,2022,11,0.052718351,0.395144444
MWI.14.1_1,2022,12,0.495591063,0.407922222
MWI.14.1_1,2022,13,0.230812374,0.347333333
MWI.14.1_1,2022,14,0.479178692,0.329344444
MWI.14.1_1,2022,15,0.961404098,0.322044444
MWI.14.1_1,2022,16,2.454694495,0.313533333
MWI.14.1_1,2022,17,0.21747498599999998,0.304177778
MWI.14.1_1,2022,18,3.497522253,0.315088889
MWI.14.1_1,2022,19,26.00173358,0.319166667
MWI.14.1_1,2022,20,35.576752022,0.337755556
MWI.14.1_1,2022,21,93.179187386,0.420288889
MWI.14.1_1,2022,22,131.270054493,0.2674
MWI.14.1_1,2023,0,144.752700879,0.419788889
MWI.14.1_1,2023,1,159.611311958,0.569077778
MWI.14.1_1,2023,2,147.406869404,0.490955556
MWI.14.1_1,2023,3,109.314840696,0.615933333
MWI.14.1_1,2023,4,106.595605018,0.647511111
MWI.14.1_1,2023,5,66.682971773,0.590244444
MWI.14.1_1,2023,6,23.395657027000002,0.611933333
MWI.14.1_1,2023,7,0.056943222,0.584911111
MWI.14.1_1,2023,8,1.205074244,0.514766667
MWI.14.1_1,2023,9,0.831891964,0.474977778
MWI.14.1_1,2023,10,0.1890183,0.435155556
MWI.14.1_1,2023,11,0.471959214,0.385433333
MWI.14.1_1,2023,12,0.267914747,0.375566667
MWI.14.1_1,2023,13,1.539369182,0.380911111
MWI.14.1_1,2023,14,2.548464518,0.320033333
MWI.14.1_1,2023,15,0.097022609,0.304211111
MWI.14.1_1,2023,16,0.159309217,0.302666667
MWI.14.1_1,2023,17,0.7561903130000001,0.332822222
MWI.14.1_1,2023,18,28.660810052,0.3516
MWI.14.1_1,2023,19,18.017432393,0.350777778
