UID,GID_2,DATE,RAINFALL_MM,NDVI_VALUE,LST_VALUE,FARMING_WARNING_SYS,DROUGHT_LEVELS,COMPOSITE_VUL_INDEX
MWI.25.2_1_7/12/2022,MWI.25.2_1,7/12/2022,0,0.583923015,19.12255766,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.25.3_1_7/12/2022,MWI.25.3_1,7/12/2022,0,0.40245,27.27375,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.25.4_1_7/12/2022,MWI.25.4_1,7/12/2022,0,0.553664516,19.45613333,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.25.5_1_7/12/2022,MWI.25.5_1,7/12/2022,0,0.51235679,19.81866667,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.25.6_1_7/12/2022,MWI.25.6_1,7/12/2022,0,0.535398125,22.58012821,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.25.7_1_7/12/2022,MWI.25.7_1,7/12/2022,0,0.625756811,21.66218045,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.25.8_1_7/12/2022,MWI.25.8_1,7/12/2022,0,0.555977909,22.82023148,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.25.9_1_7/12/2022,MWI.25.9_1,7/12/2022,0,0.494138901,25.43864224,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.25.10_1_7/12/2022,MWI.25.10_1,7/12/2022,0,0.5051,25.39680851,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.25.11_1_7/12/2022,MWI.25.11_1,7/12/2022,0,0.628744271,20.00503546,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.25.12_1_7/12/2022,MWI.25.12_1,7/12/2022,0,0.562153352,24.85290174,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.26.1_1_7/12/2022,MWI.26.1_1,7/12/2022,0,0.176766464,22.47116244,Monitoring: Stable conditions,EMERGENCY: Extreme drought,70
MWI.26.2_1_7/12/2022,MWI.26.2_1,7/12/2022,0.798606932,0.369445,28.686,Monitoring: Stable conditions,EMERGENCY: Extreme drought,49
MWI.26.3_1_7/12/2022,MWI.26.3_1,7/12/2022,1.597213864,0.348961765,30.52411765,Monitoring: Stable conditions,EMERGENCY: Extreme drought,64
MWI.26.4_1_7/12/2022,MWI.26.4_1,7/12/2022,0,0.382266562,28.88892744,Monitoring: Stable conditions,EMERGENCY: Extreme drought,49
MWI.26.5_1_7/12/2022,MWI.26.5_1,7/12/2022,0,0.435744516,27.78629139,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.26.6_1_7/12/2022,MWI.26.6_1,7/12/2022,0,0.417485338,28.45022556,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.26.7_1_7/12/2022,MWI.26.7_1,7/12/2022,0,0.424103213,28.4343299,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.26.8_1_7/12/2022,MWI.26.8_1,7/12/2022,0,0.371941667,28.41148148,Monitoring: Stable conditions,EMERGENCY: Extreme drought,49
MWI.26.9_1_7/12/2022,MWI.26.9_1,7/12/2022,0,0.405074634,28.66853659,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.26.10_1_7/12/2022,MWI.26.10_1,7/12/2022,0,0.410584739,27.61216867,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.26.11_1_7/12/2022,MWI.26.11_1,7/12/2022,0,0.475473729,28.26016949,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.27.1_1_7/12/2022,MWI.27.1_1,7/12/2022,0,0.601254545,24.91,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.27.2_1_7/12/2022,MWI.27.2_1,7/12/2022,0,0.648220994,22.64082873,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.27.3_1_7/12/2022,MWI.27.3_1,7/12/2022,0,0.617706329,23.07506329,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.27.4_1_7/12/2022,MWI.27.4_1,7/12/2022,0,0.661292105,22.79273684,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.27.5_1_7/12/2022,MWI.27.5_1,7/12/2022,0,0.678948571,23.86971429,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.27.6_1_7/12/2022,MWI.27.6_1,7/12/2022,0,0.511206104,23.86089494,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.1.1_1_7/28/2022,MWI.1.1_1,7/28/2022,0,0.343463636,30.02454545,Monitoring: Stable conditions,EMERGENCY: Extreme drought,64
MWI.1.2_1_7/28/2022,MWI.1.2_1,7/28/2022,0,0.412979978,29.84619687,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.1.3_1_7/28/2022,MWI.1.3_1,7/28/2022,0,0.404331167,30.28369434,Monitoring: Stable conditions,EMERGENCY: Extreme drought,55
MWI.2.1_1_7/28/2022,MWI.2.1_1,7/28/2022,0,0.427593993,26.39318021,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.2.2_1_7/28/2022,MWI.2.2_1,7/28/2022,0,0.409880198,29.74689769,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.2.3_1_7/28/2022,MWI.2.3_1,7/28/2022,0,0.393861719,29.60085938,Monitoring: Stable conditions,EMERGENCY: Extreme drought,49
MWI.2.4_1_7/28/2022,MWI.2.4_1,7/28/2022,0,0.450728019,27.76599034,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.2.5_1_7/28/2022,MWI.2.5_1,7/28/2022,0,0.494408977,27.0554219,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.2.6_1_7/28/2022,MWI.2.6_1,7/28/2022,0,0.398766667,29.42382716,Monitoring: Stable conditions,EMERGENCY: Extreme drought,49
MWI.2.7_1_7/28/2022,MWI.2.7_1,7/28/2022,0,0.426186047,28.20418605,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.2.8_1_7/28/2022,MWI.2.8_1,7/28/2022,0,0.420966667,28.71,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.2.9_1_7/28/2022,MWI.2.9_1,7/28/2022,0,0.548401961,24.98346405,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.3.1_1_7/28/2022,MWI.3.1_1,7/28/2022,0,0.54829,27.276,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.3.2_1_7/28/2022,MWI.3.2_1,7/28/2022,0,0.573303521,25.38323944,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.3.3_1_7/28/2022,MWI.3.3_1,7/28/2022,0,0.651264338,24.26980392,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.3.4_1_7/28/2022,MWI.3.4_1,7/28/2022,0,0.459475,30.6275,Monitoring: Stable conditions,EMERGENCY: Extreme drought,55
MWI.3.5_1_7/28/2022,MWI.3.5_1,7/28/2022,0,0.570097651,25.73996936,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.3.6_1_7/28/2022,MWI.3.6_1,7/28/2022,0,0.598465479,25.67846325,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.3.7_1_7/28/2022,MWI.3.7_1,7/28/2022,0,0.550843005,27.25735751,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.3.8_1_7/28/2022,MWI.3.8_1,7/28/2022,0,0.591695041,26.64702479,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.3.9_1_7/28/2022,MWI.3.9_1,7/28/2022,0,0.673315575,25.22706195,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.3.10_1_7/28/2022,MWI.3.10_1,7/28/2022,0,0.60489422,26.29520231,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.3.11_1_7/28/2022,MWI.3.11_1,7/28/2022,0,0.495594696,29.49565719,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.4.1_1_7/28/2022,MWI.4.1_1,7/28/2022,0,0.48048,25.314,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.4.2_1_7/28/2022,MWI.4.2_1,7/28/2022,0,0.435106849,28.20123288,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.4.3_1_7/28/2022,MWI.4.3_1,7/28/2022,0,0.402658333,28.83214286,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.4.4_1_7/28/2022,MWI.4.4_1,7/28/2022,0,0.467294853,26.98308824,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.4.5_1_7/28/2022,MWI.4.5_1,7/28/2022,0,0.446594886,27.76681818,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.4.6_1_7/28/2022,MWI.4.6_1,7/28/2022,0,0.417747826,29.27052174,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.4.7_1_7/28/2022,MWI.4.7_1,7/28/2022,0,0.446245283,26.83389937,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.5.1_1_7/28/2022,MWI.5.1_1,7/28/2022,0,0.266775,28.035,Monitoring: Stable conditions,EMERGENCY: Extreme drought,61
MWI.5.2_1_7/28/2022,MWI.5.2_1,7/28/2022,0,0.53075599,22.02493064,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.5.3_1_7/28/2022,MWI.5.3_1,7/28/2022,0,0.435855332,25.22778672,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.5.4_1_7/28/2022,MWI.5.4_1,7/28/2022,0,0.419326812,25.99063406,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.5.5_1_7/28/2022,MWI.5.5_1,7/28/2022,0,0.594087744,22.69898592,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.5.6_1_7/28/2022,MWI.5.6_1,7/28/2022,0,0.521452673,22.06798396,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.5.7_1_7/28/2022,MWI.5.7_1,7/28/2022,0,0.480474064,24.9359362,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.6.1_1_7/28/2022,MWI.6.1_1,7/28/2022,0,0.3600125,25.72166667,Monitoring: Stable conditions,EMERGENCY: Extreme drought,49
MWI.6.2_1_7/28/2022,MWI.6.2_1,7/28/2022,0,0.13437798,22.32415836,Monitoring: Stable conditions,EMERGENCY: Extreme drought,70
MWI.6.3_1_7/28/2022,MWI.6.3_1,7/28/2022,0,0.328251807,30.35096386,Monitoring: Stable conditions,EMERGENCY: Extreme drought,64
MWI.6.4_1_7/28/2022,MWI.6.4_1,7/28/2022,0,0.352428425,28.90828767,Monitoring: Stable conditions,EMERGENCY: Extreme drought,49
MWI.6.5_1_7/28/2022,MWI.6.5_1,7/28/2022,0,0.402478723,25.91085106,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.6.6_1_7/28/2022,MWI.6.6_1,7/28/2022,0,0.401090942,31.01381643,Monitoring: Stable conditions,EMERGENCY: Extreme drought,55
MWI.6.7_1_7/28/2022,MWI.6.7_1,7/28/2022,0,0.373613836,28.0629589,Monitoring: Stable conditions,EMERGENCY: Extreme drought,49
MWI.6.8_1_7/28/2022,MWI.6.8_1,7/28/2022,0,0.419288696,25.9246087,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.6.9_1_7/28/2022,MWI.6.9_1,7/28/2022,0,0.368579375,28.173,Monitoring: Stable conditions,EMERGENCY: Extreme drought,49
MWI.6.10_1_7/28/2022,MWI.6.10_1,7/28/2022,0,0.406831228,27.81414035,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.7.1_1_7/28/2022,MWI.7.1_1,7/28/2022,0,0.363771429,27.68142857,Monitoring: Stable conditions,EMERGENCY: Extreme drought,49
MWI.7.2_1_7/28/2022,MWI.7.2_1,7/28/2022,0,0.281425,30.145,WARNING: High vulnerability,EMERGENCY: Extreme drought,76
MWI.7.3_1_7/28/2022,MWI.7.3_1,7/28/2022,0,0.353019495,30.40094037,Monitoring: Stable conditions,EMERGENCY: Extreme drought,64
MWI.7.4_1_7/28/2022,MWI.7.4_1,7/28/2022,0,0.329149434,30.73437736,Monitoring: Stable conditions,EMERGENCY: Extreme drought,64
MWI.7.5_1_7/28/2022,MWI.7.5_1,7/28/2022,0,0.359731087,28.44069565,Monitoring: Stable conditions,EMERGENCY: Extreme drought,49
MWI.7.6_1_7/28/2022,MWI.7.6_1,7/28/2022,0,0.328388482,29.90120419,Monitoring: Stable conditions,EMERGENCY: Extreme drought,49
MWI.7.7_1_7/28/2022,MWI.7.7_1,7/28/2022,0,0.400018671,28.82044304,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.7.8_1_7/28/2022,MWI.7.8_1,7/28/2022,0,0.326241801,30.61942263,Monitoring: Stable conditions,EMERGENCY: Extreme drought,64
MWI.7.9_1_7/28/2022,MWI.7.9_1,7/28/2022,0,0.362972505,28.06397363,Monitoring: Stable conditions,EMERGENCY: Extreme drought,49
MWI.8.1_1_7/28/2022,MWI.8.1_1,7/28/2022,0,0.387527451,30.20647059,Monitoring: Stable conditions,EMERGENCY: Extreme drought,64
MWI.8.2_1_7/28/2022,MWI.8.2_1,7/28/2022,0,0.143233097,22.0530247,Monitoring: Stable conditions,EMERGENCY: Extreme drought,70
MWI.8.3_1_7/28/2022,MWI.8.3_1,7/28/2022,0,0.623871875,21.80412361,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.8.4_1_7/28/2022,MWI.8.4_1,7/28/2022,0,0.636683389,24.2328169,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.8.5_1_7/28/2022,MWI.8.5_1,7/28/2022,0,0.404919598,29.57592965,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.8.6_1_7/28/2022,MWI.8.6_1,7/28/2022,0,0.520251563,25.92891304,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.8.7_1_7/28/2022,MWI.8.7_1,7/28/2022,0,0.495878503,25.8443379,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.8.8_1_7/28/2022,MWI.8.8_1,7/28/2022,0,0.505659952,28.05269036,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.9.1_1_7/28/2022,MWI.9.1_1,7/28/2022,0,0.331797826,29.36913043,Monitoring: Stable conditions,EMERGENCY: Extreme drought,49
MWI.9.2_1_7/28/2022,MWI.9.2_1,7/28/2022,0,0.550424523,24.22070671,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.9.3_1_7/28/2022,MWI.9.3_1,7/28/2022,0,0.344358575,29.42113456,Monitoring: Stable conditions,EMERGENCY: Extreme drought,49
MWI.9.4_1_7/28/2022,MWI.9.4_1,7/28/2022,0,0.353092308,27.53961538,Monitoring: Stable conditions,EMERGENCY: Extreme drought,49
MWI.9.5_1_7/28/2022,MWI.9.5_1,7/28/2022,0,0.390039897,27.83651223,Monitoring: Stable conditions,EMERGENCY: Extreme drought,49
MWI.9.6_1_7/28/2022,MWI.9.6_1,7/28/2022,0,0.360865653,29.04325228,Monitoring: Stable conditions,EMERGENCY: Extreme drought,49
MWI.9.7_1_7/28/2022,MWI.9.7_1,7/28/2022,0,0.338577353,28.47258824,Monitoring: Stable conditions,EMERGENCY: Extreme drought,49
MWI.9.8_1_7/28/2022,MWI.9.8_1,7/28/2022,0,0.3547475,29.486625,Monitoring: Stable conditions,EMERGENCY: Extreme drought,49
MWI.9.9_1_7/28/2022,MWI.9.9_1,7/28/2022,0,0.379639118,27.8931405,Monitoring: Stable conditions,EMERGENCY: Extreme drought,49
MWI.9.10_1_7/28/2022,MWI.9.10_1,7/28/2022,0,0.346550217,28.502822,Monitoring: Stable conditions,EMERGENCY: Extreme drought,49
MWI.9.11_1_7/28/2022,MWI.9.11_1,7/28/2022,0,0.381282708,27.322375,Monitoring: Stable conditions,EMERGENCY: Extreme drought,49
MWI.9.12_1_7/28/2022,MWI.9.12_1,7/28/2022,0,0.348368546,29.78181009,Monitoring: Stable conditions,EMERGENCY: Extreme drought,49
MWI.9.13_1_7/28/2022,MWI.9.13_1,7/28/2022,0,0.430020205,26.33035806,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.9.14_1_7/28/2022,MWI.9.14_1,7/28/2022,0,0.349516444,29.86937778,Monitoring: Stable conditions,EMERGENCY: Extreme drought,49
MWI.9.15_1_7/28/2022,MWI.9.15_1,7/28/2022,0,0.358746712,29.04102041,Monitoring: Stable conditions,EMERGENCY: Extreme drought,49
MWI.9.16_1_7/28/2022,MWI.9.16_1,7/28/2022,0,0.379520148,28.3261183,Monitoring: Stable conditions,EMERGENCY: Extreme drought,49
MWI.10.1_1_7/28/2022,MWI.10.1_1,7/28/2022,0,0.449468182,25.44272727,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.11.1_1_7/28/2022,MWI.11.1_1,7/28/2022,0,0.295797679,29.28516441,Monitoring: Stable conditions,EMERGENCY: Extreme drought,61
MWI.11.2_1_7/28/2022,MWI.11.2_1,7/28/2022,0,0.409784821,27.7865625,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.11.3_1_7/28/2022,MWI.11.3_1,7/28/2022,0,0.300519802,31.14960396,Monitoring: Stable conditions,EMERGENCY: Extreme drought,64
MWI.11.4_1_7/28/2022,MWI.11.4_1,7/28/2022,0,0.3172528,30.73592,Monitoring: Stable conditions,EMERGENCY: Extreme drought,64
MWI.11.5_1_7/28/2022,MWI.11.5_1,7/28/2022,0,0.307193827,29.5682716,Monitoring: Stable conditions,EMERGENCY: Extreme drought,49
MWI.11.6_1_7/28/2022,MWI.11.6_1,7/28/2022,0,0.360046067,29.04676404,Monitoring: Stable conditions,EMERGENCY: Extreme drought,49
MWI.11.7_1_7/28/2022,MWI.11.7_1,7/28/2022,0,0.33138815,29.7672973,Monitoring: Stable conditions,EMERGENCY: Extreme drought,49
MWI.11.8_1_7/28/2022,MWI.11.8_1,7/28/2022,0,0.413741847,27.44615831,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.11.9_1_7/28/2022,MWI.11.9_1,7/28/2022,0,0.302942553,30.61042553,Monitoring: Stable conditions,EMERGENCY: Extreme drought,64
MWI.11.10_1_7/28/2022,MWI.11.10_1,7/28/2022,0,0.320521944,30.85363636,Monitoring: Stable conditions,EMERGENCY: Extreme drought,64
MWI.11.11_1_7/28/2022,MWI.11.11_1,7/28/2022,0,0.332151852,30.4699177,Monitoring: Stable conditions,EMERGENCY: Extreme drought,64
MWI.11.12_1_7/28/2022,MWI.11.12_1,7/28/2022,0,0.333322951,29.59131148,Monitoring: Stable conditions,EMERGENCY: Extreme drought,49
MWI.11.13_1_7/28/2022,MWI.11.13_1,7/28/2022,0,0.346752766,29.50131915,Monitoring: Stable conditions,EMERGENCY: Extreme drought,49
MWI.11.14_1_7/28/2022,MWI.11.14_1,7/28/2022,0,0.341718275,30.59961988,Monitoring: Stable conditions,EMERGENCY: Extreme drought,64
MWI.11.15_1_7/28/2022,MWI.11.15_1,7/28/2022,0,0.315089218,30.70309973,Monitoring: Stable conditions,EMERGENCY: Extreme drought,64
MWI.11.16_1_7/28/2022,MWI.11.16_1,7/28/2022,0,0.338949282,30.33301435,Monitoring: Stable conditions,EMERGENCY: Extreme drought,64
MWI.12.1_1_7/28/2022,MWI.12.1_1,7/28/2022,0,0.040997333,19.10306667,Monitoring: Stable conditions,EMERGENCY: Extreme drought,70
MWI.12.2_1_7/28/2022,MWI.12.2_1,7/28/2022,0,0.408846575,22.1009589,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.12.3_1_7/28/2022,MWI.12.3_1,7/28/2022,0,0.441505063,27.82767932,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.12.4_1_7/28/2022,MWI.12.4_1,7/28/2022,0,0.377944444,30.06155556,Monitoring: Stable conditions,EMERGENCY: Extreme drought,64
MWI.12.5_1_7/28/2022,MWI.12.5_1,7/28/2022,0,0.485258788,26.17048485,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.12.6_1_7/28/2022,MWI.12.6_1,7/28/2022,0,0.388338806,27.43860697,Monitoring: Stable conditions,EMERGENCY: Extreme drought,49
MWI.12.7_1_7/28/2022,MWI.12.7_1,7/28/2022,0,0.426780952,27.62095238,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.12.8_1_7/28/2022,MWI.12.8_1,7/28/2022,0,0.36243618,24.30105618,Monitoring: Stable conditions,EMERGENCY: Extreme drought,49
MWI.12.9_1_7/28/2022,MWI.12.9_1,7/28/2022,0,0.459512355,24.11849421,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.12.10_1_7/28/2022,MWI.12.10_1,7/28/2022,0,0.3828,27.31989362,Monitoring: Stable conditions,EMERGENCY: Extreme drought,49
MWI.12.11_1_7/28/2022,MWI.12.11_1,7/28/2022,0,0.477825445,27.32715013,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.12.12_1_7/28/2022,MWI.12.12_1,7/28/2022,0,0.364340591,27.20197133,Monitoring: Stable conditions,EMERGENCY: Extreme drought,49
MWI.12.13_1_7/28/2022,MWI.12.13_1,7/28/2022,0,0.434168362,28.80943503,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.12.14_1_7/28/2022,MWI.12.14_1,7/28/2022,0,0.432199272,26.99009709,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.13.1_1_7/28/2022,MWI.13.1_1,7/28/2022,0,0.265034973,22.5261366,Monitoring: Stable conditions,EMERGENCY: Extreme drought,61
MWI.13.2_1_7/28/2022,MWI.13.2_1,7/28/2022,0,0.268333129,22.09802817,Monitoring: Stable conditions,EMERGENCY: Extreme drought,61
MWI.13.3_1_7/28/2022,MWI.13.3_1,7/28/2022,0,0.355966667,29.754,Monitoring: Stable conditions,EMERGENCY: Extreme drought,49
MWI.13.4_1_7/28/2022,MWI.13.4_1,7/28/2022,0,0.347270588,28.93588235,Monitoring: Stable conditions,EMERGENCY: Extreme drought,49
MWI.13.5_1_7/28/2022,MWI.13.5_1,7/28/2022,0,0.446832016,27.49134387,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.13.6_1_7/28/2022,MWI.13.6_1,7/28/2022,0,0.49712569,25.72515924,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.13.7_1_7/28/2022,MWI.13.7_1,7/28/2022,0,0.542606754,25.14276688,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.13.8_1_7/28/2022,MWI.13.8_1,7/28/2022,0,0.431076338,28.36938086,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.13.9_1_7/28/2022,MWI.13.9_1,7/28/2022,0,0.507727695,25.56907186,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.13.10_1_7/28/2022,MWI.13.10_1,7/28/2022,0,0.445185049,25.16553398,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.13.11_1_7/28/2022,MWI.13.11_1,7/28/2022,0,0.44557078,28.27472643,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.13.12_1_7/28/2022,MWI.13.12_1,7/28/2022,0,0.418622134,29.12593644,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.13.13_1_7/28/2022,MWI.13.13_1,7/28/2022,0,0.402774235,29.96571322,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.14.1_1_7/28/2022,MWI.14.1_1,7/28/2022,0,0.347333333,26.49222222,Monitoring: Stable conditions,EMERGENCY: Extreme drought,49
MWI.14.2_1_7/28/2022,MWI.14.2_1,7/28/2022,0,0.341623333,29.64137255,Monitoring: Stable conditions,EMERGENCY: Extreme drought,49
MWI.14.3_1_7/28/2022,MWI.14.3_1,7/28/2022,0,0.359058198,29.60574775,Monitoring: Stable conditions,EMERGENCY: Extreme drought,49
MWI.14.4_1_7/28/2022,MWI.14.4_1,7/28/2022,0,0.376716837,28.7004246,Monitoring: Stable conditions,EMERGENCY: Extreme drought,49
MWI.14.5_1_7/28/2022,MWI.14.5_1,7/28/2022,0,0.383625655,28.41794941,Monitoring: Stable conditions,EMERGENCY: Extreme drought,49
MWI.14.6_1_7/28/2022,MWI.14.6_1,7/28/2022,0,0.364804886,28.35586319,Monitoring: Stable conditions,EMERGENCY: Extreme drought,49
MWI.14.7_1_7/28/2022,MWI.14.7_1,7/28/2022,0,0.367522857,29.23453571,Monitoring: Stable conditions,EMERGENCY: Extreme drought,49
MWI.15.1_1_7/28/2022,MWI.15.1_1,7/28/2022,0,0.68210625,23.81125,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.15.2_1_7/28/2022,MWI.15.2_1,7/28/2022,0,0.602868385,18.874811,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.15.3_1_7/28/2022,MWI.15.3_1,7/28/2022,0,0.338046437,30.87211302,Monitoring: Stable conditions,EMERGENCY: Extreme drought,64
MWI.15.4_1_7/28/2022,MWI.15.4_1,7/28/2022,0,0.588466,24.19426667,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.15.5_1_7/28/2022,MWI.15.5_1,7/28/2022,0,0.56787033,25.33175824,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.15.6_1_7/28/2022,MWI.15.6_1,7/28/2022,0,0.632408454,24.20026804,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.15.7_1_7/28/2022,MWI.15.7_1,7/28/2022,0,0.381544598,29.22489655,Monitoring: Stable conditions,EMERGENCY: Extreme drought,49
MWI.15.8_1_7/28/2022,MWI.15.8_1,7/28/2022,0,0.516577206,25.62808824,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.16.1_1_7/28/2022,MWI.16.1_1,7/28/2022,0,0.521489714,26.28737143,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.16.2_1_7/28/2022,MWI.16.2_1,7/28/2022,0,0.4987625,25.03375,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.16.3_1_7/28/2022,MWI.16.3_1,7/28/2022,0,0.522856734,25.74936963,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.16.4_1_7/28/2022,MWI.16.4_1,7/28/2022,0,0.575041983,24.63979592,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.17.1_1_7/28/2022,MWI.17.1_1,7/28/2022,0,0.302166667,28.54833333,Monitoring: Stable conditions,EMERGENCY: Extreme drought,49
MWI.17.2_1_7/28/2022,MWI.17.2_1,7/28/2022,0,0.45180303,22.80958904,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.17.3_1_7/28/2022,MWI.17.3_1,7/28/2022,0,0.534451351,24.53778378,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.17.4_1_7/28/2022,MWI.17.4_1,7/28/2022,0,0.47726286,23.93221834,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.17.5_1_7/28/2022,MWI.17.5_1,7/28/2022,0,0.528415165,23.45224248,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.17.6_1_7/28/2022,MWI.17.6_1,7/28/2022,0,0.413849395,27.8680358,Monitoring: Stable conditions,EMERGENCY: Extreme drought,40
MWI.17.7_1_7/28/2022,MWI.17.7_1,7/28/2022,0,0.361952465,29.2451582,Monitoring: Stable conditions,EMERGENCY: Extreme drought,49
