UID,NAME_0,NAME_1,NAME_2,GID_2,date_code,ndvi_value,date,year,source_file
MWI.22.3_1_9/14/2013,Malawi,Ntcheu,SC Goodson Ganya,MWI.22.3_1,257MOD13A2,0.290703882,9/14/2013,2013,new2020_ndvi.csv
MWI.22.4_1_9/14/2013,Malawi,Ntcheu,SC Makwangwala,MWI.22.4_1,257MOD13A2,0.292416322,9/14/2013,2013,new2020_ndvi.csv
MWI.22.7_1_9/14/2013,Malawi,Ntcheu,TA Masasa,MWI.22.7_1,257MOD13A2,0.27087814,9/14/2013,2013,new2020_ndvi.csv
MWI.22.8_1_9/14/2013,Malawi,Ntcheu,TA Mpando,MWI.22.8_1,257MOD13A2,0.321609497,9/14/2013,2013,new2020_ndvi.csv
MWI.22.9_1_9/14/2013,Malawi,Ntcheu,TA Njolomole,MWI.22.9_1,257MOD13A2,0.316837864,9/14/2013,2013,new2020_ndvi.csv
MWI.22.10_1_9/14/2013,Malawi,Ntcheu,TA Phambala,MWI.22.10_1,257MOD13A2,0.312006588,9/14/2013,2013,new2020_ndvi.csv
MWI.23.1_1_9/14/2013,Malawi,Ntchisi,Ntchisi Boma,MWI.23.1_1,257MOD13A2,0.282575,9/14/2013,2013,new2020_ndvi.csv
MWI.23.2_1_9/14/2013,Malawi,Ntchisi,SC Chilooko,MWI.23.2_1,257MOD13A2,0.291515044,9/14/2013,2013,new2020_ndvi.csv
MWI.23.3_1_9/14/2013,Malawi,Ntchisi,SC Nthondo,MWI.23.3_1,257MOD13A2,0.351420109,9/14/2013,2013,new2020_ndvi.csv
MWI.23.4_1_9/14/2013,Malawi,Ntchisi,TA Chikho,MWI.23.4_1,257MOD13A2,0.297948341,9/14/2013,2013,new2020_ndvi.csv
MWI.23.5_1_9/14/2013,Malawi,Ntchisi,TA Kalumo,MWI.23.5_1,257MOD13A2,0.267517035,9/14/2013,2013,new2020_ndvi.csv
MWI.23.6_1_9/14/2013,Malawi,Ntchisi,TA Kasakula,MWI.23.6_1,257MOD13A2,0.319619718,9/14/2013,2013,new2020_ndvi.csv
MWI.23.7_1_9/14/2013,Malawi,Ntchisi,TA Kasukula,MWI.23.7_1,257MOD13A2,0.425304545,9/14/2013,2013,new2020_ndvi.csv
MWI.24.1_1_9/14/2013,Malawi,Phalombe,Lake Chilwa,MWI.24.1_1,257MOD13A2,0.00157381,9/14/2013,2013,new2020_ndvi.csv
MWI.24.2_1_9/14/2013,Malawi,Phalombe,TA Mkhumba,MWI.24.2_1,257MOD13A2,0.28376228,9/14/2013,2013,new2020_ndvi.csv
MWI.24.3_1_9/14/2013,Malawi,Phalombe,TA Nazombe,MWI.24.3_1,257MOD13A2,0.295363889,9/14/2013,2013,new2020_ndvi.csv
MWI.25.1_1_9/14/2013,Malawi,Rumphi,Lake Malawi,MWI.25.1_1,257MOD13A2,0.063547217,9/14/2013,2013,new2020_ndvi.csv
MWI.25.2_1_9/14/2013,Malawi,Rumphi,Nyika National Park - Rumphi,MWI.25.2_1,257MOD13A2,0.477304483,9/14/2013,2013,new2020_ndvi.csv
MWI.25.3_1_9/14/2013,Malawi,Rumphi,Rumphi Boma,MWI.25.3_1,257MOD13A2,0.29635,9/14/2013,2013,new2020_ndvi.csv
MWI.25.4_1_9/14/2013,Malawi,Rumphi,SC Chapinduka,MWI.25.4_1,257MOD13A2,0.613622989,9/14/2013,2013,new2020_ndvi.csv
MWI.25.5_1_9/14/2013,Malawi,Rumphi,SC Kachulu,MWI.25.5_1,257MOD13A2,0.515105217,9/14/2013,2013,new2020_ndvi.csv
MWI.25.6_1_9/14/2013,Malawi,Rumphi,SC Mwahenga,MWI.25.6_1,257MOD13A2,0.391574336,9/14/2013,2013,new2020_ndvi.csv
MWI.25.7_1_9/14/2013,Malawi,Rumphi,SC Mwalweni,MWI.25.7_1,257MOD13A2,0.490238073,9/14/2013,2013,new2020_ndvi.csv
MWI.25.8_1_9/14/2013,Malawi,Rumphi,SC Mwankhunikira,MWI.25.8_1,257MOD13A2,0.43903558,9/14/2013,2013,new2020_ndvi.csv
MWI.25.9_1_9/14/2013,Malawi,Rumphi,TA Chikulamayembe,MWI.25.9_1,257MOD13A2,0.345308124,9/14/2013,2013,new2020_ndvi.csv
MWI.25.10_1_9/14/2013,Malawi,Rumphi,TA Katumbi,MWI.25.10_1,257MOD13A2,0.360180882,9/14/2013,2013,new2020_ndvi.csv
MWI.25.11_1_9/14/2013,Malawi,Rumphi,TA Mwamlowe,MWI.25.11_1,257MOD13A2,0.559277857,9/14/2013,2013,new2020_ndvi.csv
MWI.25.12_1_9/14/2013,Malawi,Rumphi,Vwaza Marsh Game Reserve - Rumphi,MWI.25.12_1,257MOD13A2,0.379999616,9/14/2013,2013,new2020_ndvi.csv
MWI.26.1_1_9/14/2013,Malawi,Salima,Lake Malawi,MWI.26.1_1,257MOD13A2,0.234802191,9/14/2013,2013,new2020_ndvi.csv
MWI.26.2_1_9/14/2013,Malawi,Salima,Salima Town,MWI.26.2_1,257MOD13A2,0.27705,9/14/2013,2013,new2020_ndvi.csv
MWI.26.3_1_9/14/2013,Malawi,Salima,SC Kambalame,MWI.26.3_1,257MOD13A2,0.280408163,9/14/2013,2013,new2020_ndvi.csv
MWI.26.4_1_9/14/2013,Malawi,Salima,SC Kambwiri,MWI.26.4_1,257MOD13A2,0.278750218,9/14/2013,2013,new2020_ndvi.csv
MWI.26.5_1_9/14/2013,Malawi,Salima,SC Mwanza,MWI.26.5_1,257MOD13A2,0.283877311,9/14/2013,2013,new2020_ndvi.csv
MWI.26.6_1_9/14/2013,Malawi,Salima,TA Karonga,MWI.26.6_1,257MOD13A2,0.28112868,9/14/2013,2013,new2020_ndvi.csv
MWI.26.7_1_9/14/2013,Malawi,Salima,TA Khombedza,MWI.26.7_1,257MOD13A2,0.288075424,9/14/2013,2013,new2020_ndvi.csv
MWI.26.8_1_9/14/2013,Malawi,Salima,TA Kuluunda,MWI.26.8_1,257MOD13A2,0.278459333,9/14/2013,2013,new2020_ndvi.csv
MWI.26.9_1_9/14/2013,Malawi,Salima,TA Maganga,MWI.26.9_1,257MOD13A2,0.276499329,9/14/2013,2013,new2020_ndvi.csv
MWI.26.10_1_9/14/2013,Malawi,Salima,TA Ndindi,MWI.26.10_1,257MOD13A2,0.293189205,9/14/2013,2013,new2020_ndvi.csv
MWI.26.11_1_9/14/2013,Malawi,Salima,TA Pemba,MWI.26.11_1,257MOD13A2,0.305647059,9/14/2013,2013,new2020_ndvi.csv
MWI.27.1_1_9/14/2013,Malawi,Thyolo,Luchenza Town,MWI.27.1_1,257MOD13A2,0.3772,9/14/2013,2013,new2020_ndvi.csv
MWI.27.2_1_9/14/2013,Malawi,Thyolo,SC Kwethemule,MWI.27.2_1,257MOD13A2,0.439796923,9/14/2013,2013,new2020_ndvi.csv
MWI.27.3_1_9/14/2013,Malawi,Thyolo,SC Mbawela,MWI.27.3_1,257MOD13A2,0.40225614,9/14/2013,2013,new2020_ndvi.csv
MWI.27.4_1_9/14/2013,Malawi,Thyolo,SC Mphuka,MWI.27.4_1,257MOD13A2,0.448985612,9/14/2013,2013,new2020_ndvi.csv
MWI.27.5_1_9/14/2013,Malawi,Thyolo,SC Thukuta,MWI.27.5_1,257MOD13A2,0.404713725,9/14/2013,2013,new2020_ndvi.csv
MWI.27.6_1_9/14/2013,Malawi,Thyolo,TA Bvumbwe,MWI.27.6_1,257MOD13A2,0.336396863,9/14/2013,2013,new2020_ndvi.csv
MWI.1.1_1_9/30/2013,Malawi,Balaka,Balaka Town,MWI.1.1_1,273MOD13A2,0.26808,9/30/2013,2013,new2020_ndvi.csv
MWI.1.2_1_9/30/2013,Malawi,Balaka,TA Kalembo,MWI.1.2_1,273MOD13A2,0.273724191,9/30/2013,2013,new2020_ndvi.csv
MWI.1.3_1_9/30/2013,Malawi,Balaka,TA Nsamala,MWI.1.3_1,273MOD13A2,0.276396589,9/30/2013,2013,new2020_ndvi.csv
MWI.2.1_1_9/30/2013,Malawi,Blantyre,Blantyre City,MWI.2.1_1,273MOD13A2,0.311385646,9/30/2013,2013,new2020_ndvi.csv
MWI.2.2_1_9/30/2013,Malawi,Blantyre,TA Chigaru,MWI.2.2_1,273MOD13A2,0.27297973,9/30/2013,2013,new2020_ndvi.csv
MWI.2.3_1_9/30/2013,Malawi,Blantyre,TA Kapeni,MWI.2.3_1,273MOD13A2,0.273924211,9/30/2013,2013,new2020_ndvi.csv
MWI.2.4_1_9/30/2013,Malawi,Blantyre,TA Kuntaja,MWI.2.4_1,273MOD13A2,0.291492929,9/30/2013,2013,new2020_ndvi.csv
MWI.2.5_1_9/30/2013,Malawi,Blantyre,TA Kunthembwe,MWI.2.5_1,273MOD13A2,0.280503242,9/30/2013,2013,new2020_ndvi.csv
MWI.2.6_1_9/30/2013,Malawi,Blantyre,TA Lundu,MWI.2.6_1,273MOD13A2,0.271694017,9/30/2013,2013,new2020_ndvi.csv
MWI.2.7_1_9/30/2013,Malawi,Blantyre,TA Machinjili,MWI.2.7_1,273MOD13A2,0.296376667,9/30/2013,2013,new2020_ndvi.csv
MWI.2.8_1_9/30/2013,Malawi,Blantyre,TA Makata,MWI.2.8_1,273MOD13A2,0.283184,9/30/2013,2013,new2020_ndvi.csv
MWI.2.9_1_9/30/2013,Malawi,Blantyre,TA Somba,MWI.2.9_1,273MOD13A2,0.329372768,9/30/2013,2013,new2020_ndvi.csv
MWI.3.1_1_9/30/2013,Malawi,Chikwawa,Chikwawa Boma,MWI.3.1_1,273MOD13A2,0.3387,9/30/2013,2013,new2020_ndvi.csv
MWI.3.2_1_9/30/2013,Malawi,Chikwawa,Lengwe National Park,MWI.3.2_1,273MOD13A2,0.305216121,9/30/2013,2013,new2020_ndvi.csv
MWI.3.3_1_9/30/2013,Malawi,Chikwawa,Majete Game Reserve - Chikwawa,MWI.3.3_1,273MOD13A2,0.327150937,9/30/2013,2013,new2020_ndvi.csv
MWI.3.4_1_9/30/2013,Malawi,Chikwawa,Ngabu Urban,MWI.3.4_1,273MOD13A2,0.264233333,9/30/2013,2013,new2020_ndvi.csv
MWI.3.5_1_9/30/2013,Malawi,Chikwawa,TA Chapananga,MWI.3.5_1,273MOD13A2,0.309420113,9/30/2013,2013,new2020_ndvi.csv
MWI.3.6_1_9/30/2013,Malawi,Chikwawa,TA Kasisi,MWI.3.6_1,273MOD13A2,0.299785714,9/30/2013,2013,new2020_ndvi.csv
MWI.3.7_1_9/30/2013,Malawi,Chikwawa,TA Katunga,MWI.3.7_1,273MOD13A2,0.313552414,9/30/2013,2013,new2020_ndvi.csv
MWI.3.8_1_9/30/2013,Malawi,Chikwawa,TA Lundu,MWI.3.8_1,273MOD13A2,0.493652542,9/30/2013,2013,new2020_ndvi.csv
MWI.3.9_1_9/30/2013,Malawi,Chikwawa,TA Makhwira,MWI.3.9_1,273MOD13A2,0.484600247,9/30/2013,2013,new2020_ndvi.csv
MWI.3.10_1_9/30/2013,Malawi,Chikwawa,TA Maseya,MWI.3.10_1,273MOD13A2,0.359739344,9/30/2013,2013,new2020_ndvi.csv
MWI.3.11_1_9/30/2013,Malawi,Chikwawa,TA Ngabu,MWI.3.11_1,273MOD13A2,0.279237872,9/30/2013,2013,new2020_ndvi.csv
MWI.4.1_1_9/30/2013,Malawi,Chiradzulu,Chiradzulu Boma,MWI.4.1_1,273MOD13A2,0.338766667,9/30/2013,2013,new2020_ndvi.csv
MWI.4.2_1_9/30/2013,Malawi,Chiradzulu,TA Chitera,MWI.4.2_1,273MOD13A2,0.304071429,9/30/2013,2013,new2020_ndvi.csv
MWI.4.3_1_9/30/2013,Malawi,Chiradzulu,TA Kadewere,MWI.4.3_1,273MOD13A2,0.284511538,9/30/2013,2013,new2020_ndvi.csv
MWI.4.4_1_9/30/2013,Malawi,Chiradzulu,TA Likoswe,MWI.4.4_1,273MOD13A2,0.303494898,9/30/2013,2013,new2020_ndvi.csv
MWI.4.5_1_9/30/2013,Malawi,Chiradzulu,TA Mpama,MWI.4.5_1,273MOD13A2,0.311779688,9/30/2013,2013,new2020_ndvi.csv
MWI.4.6_1_9/30/2013,Malawi,Chiradzulu,TA Nchema,MWI.4.6_1,273MOD13A2,0.289174074,9/30/2013,2013,new2020_ndvi.csv
MWI.4.7_1_9/30/2013,Malawi,Chiradzulu,TA Nkalo,MWI.4.7_1,273MOD13A2,0.291684167,9/30/2013,2013,new2020_ndvi.csv
MWI.5.1_1_9/30/2013,Malawi,Chitipa,Chitipa Boma,MWI.5.1_1,273MOD13A2,0.2447125,9/30/2013,2013,new2020_ndvi.csv
MWI.5.2_1_9/30/2013,Malawi,Chitipa,Nyika N.P. - Chitipa,MWI.5.2_1,273MOD13A2,0.411129319,9/30/2013,2013,new2020_ndvi.csv
MWI.5.3_1_9/30/2013,Malawi,Chitipa,TA Kameme,MWI.5.3_1,273MOD13A2,0.348310526,9/30/2013,2013,new2020_ndvi.csv
MWI.5.4_1_9/30/2013,Malawi,Chitipa,TA Mwabulambya,MWI.5.4_1,273MOD13A2,0.32616107,9/30/2013,2013,new2020_ndvi.csv
MWI.5.5_1_9/30/2013,Malawi,Chitipa,TA Mwenemisuku,MWI.5.5_1,273MOD13A2,0.460534062,9/30/2013,2013,new2020_ndvi.csv
MWI.5.6_1_9/30/2013,Malawi,Chitipa,TA Mwenewenya,MWI.5.6_1,273MOD13A2,0.437829747,9/30/2013,2013,new2020_ndvi.csv
MWI.5.7_1_9/30/2013,Malawi,Chitipa,TA Nthalire,MWI.5.7_1,273MOD13A2,0.353485769,9/30/2013,2013,new2020_ndvi.csv
MWI.6.1_1_9/30/2013,Malawi,Dedza,Dedza Boma,MWI.6.1_1,273MOD13A2,0.292635294,9/30/2013,2013,new2020_ndvi.csv
MWI.6.2_1_9/30/2013,Malawi,Dedza,Lake Malawi,MWI.6.2_1,273MOD13A2,0.134760976,9/30/2013,2013,new2020_ndvi.csv
MWI.6.3_1_9/30/2013,Malawi,Dedza,SC Chauma,MWI.6.3_1,273MOD13A2,0.269211864,9/30/2013,2013,new2020_ndvi.csv
MWI.6.4_1_9/30/2013,Malawi,Dedza,SC Chilikumwendo,MWI.6.4_1,273MOD13A2,0.268289268,9/30/2013,2013,new2020_ndvi.csv
MWI.6.5_1_9/30/2013,Malawi,Dedza,SC Kamenya Gwaza,MWI.6.5_1,273MOD13A2,0.300984118,9/30/2013,2013,new2020_ndvi.csv
MWI.6.6_1_9/30/2013,Malawi,Dedza,TA Kachindamoto,MWI.6.6_1,273MOD13A2,0.286208652,9/30/2013,2013,new2020_ndvi.csv
MWI.6.7_1_9/30/2013,Malawi,Dedza,TA Kaphuka,MWI.6.7_1,273MOD13A2,0.29462,9/30/2013,2013,new2020_ndvi.csv
MWI.6.8_1_9/30/2013,Malawi,Dedza,TA Kasumbu,MWI.6.8_1,273MOD13A2,0.308075152,9/30/2013,2013,new2020_ndvi.csv
MWI.6.9_1_9/30/2013,Malawi,Dedza,TA Pemba,MWI.6.9_1,273MOD13A2,0.303708273,9/30/2013,2013,new2020_ndvi.csv
MWI.6.10_1_9/30/2013,Malawi,Dedza,TA Tambala,MWI.6.10_1,273MOD13A2,0.299322596,9/30/2013,2013,new2020_ndvi.csv
MWI.7.1_1_9/30/2013,Malawi,Dowa,Dowa Boma,MWI.7.1_1,273MOD13A2,0.30294,9/30/2013,2013,new2020_ndvi.csv
MWI.7.2_1_9/30/2013,Malawi,Dowa,Mponela Urban,MWI.7.2_1,273MOD13A2,0.2232625,9/30/2013,2013,new2020_ndvi.csv
MWI.7.3_1_9/30/2013,Malawi,Dowa,SC Chakhaza,MWI.7.3_1,273MOD13A2,0.253362205,9/30/2013,2013,new2020_ndvi.csv
MWI.7.4_1_9/30/2013,Malawi,Dowa,SC Kayembe,MWI.7.4_1,273MOD13A2,0.258166057,9/30/2013,2013,new2020_ndvi.csv
MWI.7.5_1_9/30/2013,Malawi,Dowa,SC Mkukula,MWI.7.5_1,273MOD13A2,0.265622961,9/30/2013,2013,new2020_ndvi.csv
MWI.7.6_1_9/30/2013,Malawi,Dowa,SC Mponela,MWI.7.6_1,273MOD13A2,0.247499296,9/30/2013,2013,new2020_ndvi.csv
MWI.7.7_1_9/30/2013,Malawi,Dowa,TA Chiwere,MWI.7.7_1,273MOD13A2,0.276733408,9/30/2013,2013,new2020_ndvi.csv
MWI.7.8_1_9/30/2013,Malawi,Dowa,TA Dzoole,MWI.7.8_1,273MOD13A2,0.242739677,9/30/2013,2013,new2020_ndvi.csv
MWI.7.9_1_9/30/2013,Malawi,Dowa,TA Msakambewa,MWI.7.9_1,273MOD13A2,0.271124869,9/30/2013,2013,new2020_ndvi.csv
MWI.8.1_1_9/30/2013,Malawi,Karonga,Karonga Town,MWI.8.1_1,273MOD13A2,0.342315,9/30/2013,2013,new2020_ndvi.csv
MWI.8.2_1_9/30/2013,Malawi,Karonga,Lake Malawi,MWI.8.2_1,273MOD13A2,0.130444665,9/30/2013,2013,new2020_ndvi.csv
MWI.8.3_1_9/30/2013,Malawi,Karonga,Nyipa N. P. - Karonga,MWI.8.3_1,273MOD13A2,0.463187848,9/30/2013,2013,new2020_ndvi.csv
MWI.8.4_1_9/30/2013,Malawi,Karonga,SC Mwakaboko,MWI.8.4_1,273MOD13A2,0.503174312,9/30/2013,2013,new2020_ndvi.csv
MWI.8.5_1_9/30/2013,Malawi,Karonga,SC Mwirang'ombe,MWI.8.5_1,273MOD13A2,0.311732432,9/30/2013,2013,new2020_ndvi.csv
MWI.8.6_1_9/30/2013,Malawi,Karonga,TA Kilupula,MWI.8.6_1,273MOD13A2,0.397320803,9/30/2013,2013,new2020_ndvi.csv
MWI.8.7_1_9/30/2013,Malawi,Karonga,TA Kyungu,MWI.8.7_1,273MOD13A2,0.365517241,9/30/2013,2013,new2020_ndvi.csv
MWI.8.8_1_9/30/2013,Malawi,Karonga,TA Wasambo,MWI.8.8_1,273MOD13A2,0.359675667,9/30/2013,2013,new2020_ndvi.csv
MWI.9.1_1_9/30/2013,Malawi,Kasungu,Kasungu Boma,MWI.9.1_1,273MOD13A2,0.266975,9/30/2013,2013,new2020_ndvi.csv
MWI.9.2_1_9/30/2013,Malawi,Kasungu,Kasungu National Park,MWI.9.2_1,273MOD13A2,0.373109591,9/30/2013,2013,new2020_ndvi.csv
MWI.9.3_1_9/30/2013,Malawi,Kasungu,SC Chilowamatambe,MWI.9.3_1,273MOD13A2,0.25899708,9/30/2013,2013,new2020_ndvi.csv
MWI.9.4_1_9/30/2013,Malawi,Kasungu,SC Chisikwa,MWI.9.4_1,273MOD13A2,0.267630556,9/30/2013,2013,new2020_ndvi.csv
MWI.9.5_1_9/30/2013,Malawi,Kasungu,SC Kawamba,MWI.9.5_1,273MOD13A2,0.297157394,9/30/2013,2013,new2020_ndvi.csv
MWI.9.6_1_9/30/2013,Malawi,Kasungu,SC Lukwa,MWI.9.6_1,273MOD13A2,0.272491525,9/30/2013,2013,new2020_ndvi.csv
MWI.9.7_1_9/30/2013,Malawi,Kasungu,SC M'nyanja,MWI.9.7_1,273MOD13A2,0.255907755,9/30/2013,2013,new2020_ndvi.csv
MWI.9.8_1_9/30/2013,Malawi,Kasungu,SC Njombwa,MWI.9.8_1,273MOD13A2,0.2579,9/30/2013,2013,new2020_ndvi.csv
MWI.9.9_1_9/30/2013,Malawi,Kasungu,SC Simlemba,MWI.9.9_1,273MOD13A2,0.266373034,9/30/2013,2013,new2020_ndvi.csv
MWI.9.10_1_9/30/2013,Malawi,Kasungu,TA Chulu,MWI.9.10_1,273MOD13A2,0.264030707,9/30/2013,2013,new2020_ndvi.csv
MWI.9.11_1_9/30/2013,Malawi,Kasungu,TA Kaluluma,MWI.9.11_1,273MOD13A2,0.290695198,9/30/2013,2013,new2020_ndvi.csv
MWI.9.12_1_9/30/2013,Malawi,Kasungu,TA Kaomba,MWI.9.12_1,273MOD13A2,0.26581405,9/30/2013,2013,new2020_ndvi.csv
MWI.9.13_1_9/30/2013,Malawi,Kasungu,TA Kapelula,MWI.9.13_1,273MOD13A2,0.277593684,9/30/2013,2013,new2020_ndvi.csv
MWI.9.14_1_9/30/2013,Malawi,Kasungu,TA Mwase,MWI.9.14_1,273MOD13A2,0.261454878,9/30/2013,2013,new2020_ndvi.csv
MWI.9.15_1_9/30/2013,Malawi,Kasungu,TA Santhe,MWI.9.15_1,273MOD13A2,0.273040063,9/30/2013,2013,new2020_ndvi.csv
MWI.9.16_1_9/30/2013,Malawi,Kasungu,TA Wimbe,MWI.9.16_1,273MOD13A2,0.26283295,9/30/2013,2013,new2020_ndvi.csv
MWI.10.1_1_9/30/2013,Malawi,Likoma,Lake Malawi,MWI.10.1_1,273MOD13A2,0.340025,9/30/2013,2013,new2020_ndvi.csv
MWI.11.1_1_9/30/2013,Malawi,Lilongwe,Lilongwe City,MWI.11.1_1,273MOD13A2,0.261828533,9/30/2013,2013,new2020_ndvi.csv
MWI.11.2_1_9/30/2013,Malawi,Lilongwe,SC Chitekwele,MWI.11.2_1,273MOD13A2,0.280971875,9/30/2013,2013,new2020_ndvi.csv
MWI.11.3_1_9/30/2013,Malawi,Lilongwe,SC Mtema,MWI.11.3_1,273MOD13A2,0.250417808,9/30/2013,2013,new2020_ndvi.csv
MWI.11.4_1_9/30/2013,Malawi,Lilongwe,SC Njewa,MWI.11.4_1,273MOD13A2,0.267856818,9/30/2013,2013,new2020_ndvi.csv
MWI.11.5_1_9/30/2013,Malawi,Lilongwe,SC Tsabango,MWI.11.5_1,273MOD13A2,0.237075862,9/30/2013,2013,new2020_ndvi.csv
MWI.11.6_1_9/30/2013,Malawi,Lilongwe,TA Chadza,MWI.11.6_1,273MOD13A2,0.274829102,9/30/2013,2013,new2020_ndvi.csv
MWI.11.7_1_9/30/2013,Malawi,Lilongwe,TA Chimutu,MWI.11.7_1,273MOD13A2,0.24057094,9/30/2013,2013,new2020_ndvi.csv
MWI.11.8_1_9/30/2013,Malawi,Lilongwe,TA Chiseka,MWI.11.8_1,273MOD13A2,0.335814883,9/30/2013,2013,new2020_ndvi.csv
MWI.11.9_1_9/30/2013,Malawi,Lilongwe,TA Chitukula,MWI.11.9_1,273MOD13A2,0.239928,9/30/2013,2013,new2020_ndvi.csv
MWI.11.10_1_9/30/2013,Malawi,Lilongwe,TA Kabudula,MWI.11.10_1,273MOD13A2,0.261865385,9/30/2013,2013,new2020_ndvi.csv
MWI.11.11_1_9/30/2013,Malawi,Lilongwe,TA Kalolo,MWI.11.11_1,273MOD13A2,0.269839771,9/30/2013,2013,new2020_ndvi.csv
MWI.11.12_1_9/30/2013,Malawi,Lilongwe,TA Kalumba,MWI.11.12_1,273MOD13A2,0.279919512,9/30/2013,2013,new2020_ndvi.csv
MWI.11.13_1_9/30/2013,Malawi,Lilongwe,TA Kalumbu,MWI.11.13_1,273MOD13A2,0.265325714,9/30/2013,2013,new2020_ndvi.csv
MWI.11.14_1_9/30/2013,Malawi,Lilongwe,TA Khongoni,MWI.11.14_1,273MOD13A2,0.269223673,9/30/2013,2013,new2020_ndvi.csv
MWI.11.15_1_9/30/2013,Malawi,Lilongwe,TA Malili,MWI.11.15_1,273MOD13A2,0.26951685,9/30/2013,2013,new2020_ndvi.csv
MWI.11.16_1_9/30/2013,Malawi,Lilongwe,TA Mazengera,MWI.11.16_1,273MOD13A2,0.262468581,9/30/2013,2013,new2020_ndvi.csv
MWI.12.1_1_9/30/2013,Malawi,Machinga,Lake Chilwa,MWI.12.1_1,273MOD13A2,-0.01755,9/30/2013,2013,new2020_ndvi.csv
MWI.12.2_1_9/30/2013,Malawi,Machinga,Lake Chiuta,MWI.12.2_1,273MOD13A2,0.372964583,9/30/2013,2013,new2020_ndvi.csv
MWI.12.3_1_9/30/2013,Malawi,Machinga,Liwonda National Park,MWI.12.3_1,273MOD13A2,0.315183285,9/30/2013,2013,new2020_ndvi.csv
MWI.12.4_1_9/30/2013,Malawi,Machinga,Liwonde Town,MWI.12.4_1,273MOD13A2,0.268813333,9/30/2013,2013,new2020_ndvi.csv
MWI.12.5_1_9/30/2013,Malawi,Machinga,SC Chamba,MWI.12.5_1,273MOD13A2,0.327895041,9/30/2013,2013,new2020_ndvi.csv
MWI.12.6_1_9/30/2013,Malawi,Machinga,SC Chikweo,MWI.12.6_1,273MOD13A2,0.277951557,9/30/2013,2013,new2020_ndvi.csv
MWI.12.7_1_9/30/2013,Malawi,Machinga,SC Chiwalo,MWI.12.7_1,273MOD13A2,0.283148387,9/30/2013,2013,new2020_ndvi.csv
MWI.12.8_1_9/30/2013,Malawi,Machinga,SC Mlomba,MWI.12.8_1,273MOD13A2,0.283936728,9/30/2013,2013,new2020_ndvi.csv
MWI.12.9_1_9/30/2013,Malawi,Machinga,SC Mposa,MWI.12.9_1,273MOD13A2,0.352123077,9/30/2013,2013,new2020_ndvi.csv
MWI.12.10_1_9/30/2013,Malawi,Machinga,SC Ngokwe,MWI.12.10_1,273MOD13A2,0.270507463,9/30/2013,2013,new2020_ndvi.csv
MWI.12.11_1_9/30/2013,Malawi,Machinga,SC Sitola,MWI.12.11_1,273MOD13A2,0.319615571,9/30/2013,2013,new2020_ndvi.csv
MWI.12.12_1_9/30/2013,Malawi,Machinga,TA Kawinga,MWI.12.12_1,273MOD13A2,0.279626223,9/30/2013,2013,new2020_ndvi.csv
MWI.12.13_1_9/30/2013,Malawi,Machinga,TA Liwonde,MWI.12.13_1,273MOD13A2,0.273719363,9/30/2013,2013,new2020_ndvi.csv
MWI.12.14_1_9/30/2013,Malawi,Machinga,TA Nyambi,MWI.12.14_1,273MOD13A2,0.283952333,9/30/2013,2013,new2020_ndvi.csv
MWI.13.1_1_9/30/2013,Malawi,Mangochi,Lake Malawi,MWI.13.1_1,273MOD13A2,0.098885834,9/30/2013,2013,new2020_ndvi.csv
MWI.13.2_1_9/30/2013,Malawi,Mangochi,Lake Malombe,MWI.13.2_1,273MOD13A2,0.062548178,9/30/2013,2013,new2020_ndvi.csv
MWI.13.3_1_9/30/2013,Malawi,Mangochi,Mangochi Town,MWI.13.3_1,273MOD13A2,0.324775,9/30/2013,2013,new2020_ndvi.csv
MWI.13.4_1_9/30/2013,Malawi,Mangochi,Monkey Bay Urban,MWI.13.4_1,273MOD13A2,0.290025,9/30/2013,2013,new2020_ndvi.csv
MWI.13.5_1_9/30/2013,Malawi,Mangochi,SC Chowe,MWI.13.5_1,273MOD13A2,0.296520734,9/30/2013,2013,new2020_ndvi.csv
MWI.13.6_1_9/30/2013,Malawi,Mangochi,SC Mbwana Nyambi,MWI.13.6_1,273MOD13A2,0.322964012,9/30/2013,2013,new2020_ndvi.csv
MWI.13.7_1_9/30/2013,Malawi,Mangochi,SC Namabvi,MWI.13.7_1,273MOD13A2,0.336189506,9/30/2013,2013,new2020_ndvi.csv
MWI.13.8_1_9/30/2013,Malawi,Mangochi,TA Chimwala,MWI.13.8_1,273MOD13A2,0.293863636,9/30/2013,2013,new2020_ndvi.csv
MWI.13.9_1_9/30/2013,Malawi,Mangochi,TA Jalasi,MWI.13.9_1,273MOD13A2,0.35096263,9/30/2013,2013,new2020_ndvi.csv
MWI.13.10_1_9/30/2013,Malawi,Mangochi,TA Katuli,MWI.13.10_1,273MOD13A2,0.321158115,9/30/2013,2013,new2020_ndvi.csv
MWI.13.11_1_9/30/2013,Malawi,Mangochi,TA Makanjila,MWI.13.11_1,273MOD13A2,0.312436705,9/30/2013,2013,new2020_ndvi.csv
MWI.13.12_1_9/30/2013,Malawi,Mangochi,TA Mponda,MWI.13.12_1,273MOD13A2,0.271190016,9/30/2013,2013,new2020_ndvi.csv
MWI.13.13_1_9/30/2013,Malawi,Mangochi,TA Nankumba,MWI.13.13_1,273MOD13A2,0.275542343,9/30/2013,2013,new2020_ndvi.csv
